Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,target
Cat,26,Persian,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,2,1
Cat,18,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,2,0
Cat,3,Domestic Medium Hair,Female,Gray,White,Small,Medium,No,No,Healthy,0,12,1
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,1
Dog,1,Mixed Breed,Male,Brown,Cream,Medium,Short,No,No,Healthy,0,5,1
Dog,3,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,0,1,1
Cat,12,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,5,0
Cat,24,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,4,0
Cat,48,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,9,1
Dog,5,Mixed Breed,Female,Brown,White,Large,Short,Yes,Yes,Healthy,50,6,0
Cat,2,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,1,1
Cat,69,Persian,Male,Black,Brown,Large,Long,Yes,Yes,Healthy,200,3,1
Dog,7,Doberman Pinscher,Female,Black,Brown,Large,Short,Not Sure,Yes,Healthy,0,9,1
Cat,2,Tortoiseshell,Female,Black,Golden,Small,Short,No,No,Healthy,0,1,1
Dog,48,Silky Terrier,Female,Gray,No Color,Small,Medium,Yes,Yes,Healthy,0,3,1
Dog,2,Mixed Breed,Male,Yellow,No Color,Medium,Short,No,No,Healthy,0,2,1
Cat,2,Domestic Long Hair,Female,Brown,Gray,Medium,Long,No,No,Healthy,0,13,1
Dog,24,Silky Terrier,Female,Black,Gray,Small,Short,Not Sure,Not Sure,Healthy,0,3,1
Cat,4,Domestic Medium Hair,Male,Brown,Cream,Small,Medium,No,No,Healthy,0,2,1
Cat,12,Domestic Short Hair,Male,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,100,4,1
Cat,6,Domestic Short Hair,Male,White,No Color,Small,Medium,Yes,Yes,Healthy,0,3,0
Cat,36,Domestic Short Hair,Female,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,4,0
Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,1,1
Cat,7,Siamese,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,2,1
Dog,36,German Shepherd Dog,Male,Black,Golden,Large,Medium,Not Sure,Not Sure,Healthy,0,1,1
Cat,36,Domestic Short Hair,Male,White,No Color,Large,Medium,Yes,Yes,Healthy,0,0,0
Cat,55,Domestic Medium Hair,Female,Brown,Gray,Large,Medium,Yes,Yes,Healthy,150,5,0
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,20,1,1
Dog,72,Shih Tzu,Male,Brown,Cream,Small,Medium,Yes,Yes,Healthy,0,4,1
Cat,2,Domestic Long Hair,Male,Gray,White,Small,Medium,No,No,Healthy,0,7,1
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,0
Cat,5,Domestic Short Hair,Female,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,4,0
Dog,72,Shih Tzu,Female,Black,White,Small,Long,Yes,Yes,Healthy,0,9,1
Dog,2,Belgian Shepherd Malinois,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,5,1
Cat,5,Burmese,Female,Black,Cream,Small,Short,Yes,Yes,Healthy,0,3,1
Dog,2,Mixed Breed,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,5,1
Cat,1,Tabby,Male,Black,White,Medium,Short,No,No,Healthy,0,3,1
Dog,2,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,0
Dog,7,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,24,0
Cat,2,Domestic Short Hair,Male,Yellow,No Color,Small,Short,No,No,Healthy,0,1,1
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,5,1
Dog,2,Mixed Breed,Male,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Cat,7,Domestic Short Hair,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,30,2,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,1,0
Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,4,1
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,7,1
Cat,5,Domestic Long Hair,Female,Yellow,No Color,Large,Long,No,No,Healthy,0,5,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,1
Cat,14,Domestic Medium Hair,Male,Gray,No Color,Large,Medium,Yes,Yes,Healthy,200,5,1
Cat,10,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,16,1
Cat,10,American Shorthair,Male,Black,Gray,Medium,Short,Yes,No,Healthy,70,2,1
Cat,12,Tuxedo,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,3,0
Cat,6,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,0
Cat,2,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,1,1
Dog,24,Mixed Breed,Female,White,No Color,Large,Medium,Yes,No,Healthy,0,5,0
Dog,8,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,2,0
Cat,24,Domestic Short Hair,Male,Golden,Yellow,Small,Short,Not Sure,No,Minor Injury,150,2,0
Dog,24,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,No,Healthy,0,8,0
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Minor Injury,0,1,1
Cat,3,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,3,1
Cat,3,Tabby,Female,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,1
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,1
Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,1,1
Dog,12,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,3,0
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,1
Cat,11,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,50,2,1
Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Cat,3,Domestic Short Hair,Female,Golden,White,Medium,Short,No,No,Healthy,10,2,0
Cat,1,Domestic Medium Hair,Male,Golden,Yellow,Large,Medium,No,No,Healthy,0,4,1
Cat,24,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,No,No,Minor Injury,0,2,0
Dog,7,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,1,1
Cat,8,Domestic Short Hair,Female,Black,Golden,Medium,Short,No,No,Healthy,0,5,1
Dog,9,Retriever,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,3,0
Cat,2,Domestic Short Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,13,1
Dog,12,Mixed Breed,Female,Brown,No Color,Small,Medium,Yes,No,Healthy,0,5,1
Cat,12,Domestic Short Hair,Female,Cream,Gray,Small,Short,Yes,Yes,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Black,Gray,Medium,Medium,Yes,No,Healthy,0,5,1
Dog,12,Mixed Breed,Male,Black,No Color,Medium,Long,Yes,Yes,Healthy,0,4,0
Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,1
Cat,8,Domestic Long Hair,Female,Brown,White,Medium,Long,No,No,Healthy,0,2,1
Cat,12,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,0
Dog,1,Mixed Breed,Male,Black,Cream,Medium,Short,No,No,Healthy,0,1,1
Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,No,Healthy,1,4,0
Dog,2,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,1,1
Dog,2,Black Mouth Cur,Male,Black,Brown,Medium,Short,No,No,Healthy,0,4,1
Cat,3,Domestic Short Hair,Male,Cream,No Color,Medium,Short,No,No,Healthy,0,12,1
Cat,6,Tabby,Female,Gray,No Color,Small,Short,No,No,Healthy,0,6,0
Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,1
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,No,Healthy,0,2,1
Cat,2,Domestic Medium Hair,Female,Gray,White,Medium,Medium,Yes,No,Healthy,0,1,1
Cat,4,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,4,1
Cat,5,Domestic Medium Hair,Male,Golden,Yellow,Medium,Medium,Yes,No,Healthy,0,2,1
Dog,18,Mixed Breed,Male,Black,Brown,Medium,Short,No,Yes,Healthy,0,1,1
Cat,4,Domestic Long Hair,Female,Black,Brown,Medium,Long,Yes,No,Healthy,0,5,1
Cat,2,Domestic Short Hair,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,5,1
Cat,1,Bobtail,Female,Black,Brown,Small,Short,No,No,Healthy,0,2,0
Cat,2,Domestic Medium Hair,Male,Black,Gray,Small,Medium,No,No,Minor Injury,0,3,1
Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,9,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,4,1
Cat,24,Siberian,Male,Yellow,Cream,Large,Medium,Yes,Yes,Healthy,0,5,0
Cat,6,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,2,1
Cat,1,Domestic Long Hair,Male,Black,White,Small,Long,No,No,Healthy,0,4,1
Dog,2,Basset Hound,Female,Brown,White,Medium,Medium,No,No,Healthy,0,8,1
Dog,1,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,6,1
Cat,3,Domestic Short Hair,Male,Yellow,White,Large,Medium,Yes,No,Healthy,0,1,1
Dog,48,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Minor Injury,0,5,1
Cat,5,Domestic Long Hair,Female,Brown,No Color,Medium,Long,Yes,Not Sure,Healthy,100,3,1
Dog,24,Beagle,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,3,1
Dog,4,Golden Retriever,Male,Cream,White,Large,Medium,Yes,No,Healthy,0,3,1
Cat,3,Domestic Short Hair,Male,Golden,Cream,Medium,Short,No,No,Healthy,0,5,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,0
Dog,72,Golden Retriever,Female,Golden,No Color,Large,Long,No,Not Sure,Minor Injury,0,2,1
Dog,6,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Not Sure,Healthy,0,1,1
Dog,10,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,5,1
Dog,9,Dalmatian,Female,Black,White,Large,Short,Not Sure,Yes,Healthy,0,8,1
Cat,1,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,No,No,Healthy,0,5,1
Cat,5,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,No,Healthy,0,2,1
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,80,3,0
Cat,2,Domestic Short Hair,Male,Brown,White,Medium,Short,No,No,Healthy,0,5,0
Cat,12,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,1,0
Dog,37,Dalmatian,Male,Black,White,Medium,Short,Yes,No,Healthy,200,2,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,8,1
Cat,1,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,White,No Color,Small,Short,No,No,Healthy,0,1,1
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,3,1
Cat,2,Ragdoll,Female,Cream,White,Medium,Long,Yes,No,Healthy,250,11,1
Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,4,1
Cat,10,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,1
Cat,15,Domestic Short Hair,Female,Black,Brown,Large,Short,Not Sure,Not Sure,Healthy,0,5,1
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,5,1
Cat,3,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Yes,No,Healthy,30,5,1
Cat,3,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Yes,No,Healthy,0,2,1
Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,10,1
Dog,4,Mixed Breed,Male,Cream,White,Medium,Short,Yes,No,Healthy,299,15,0
Cat,3,Tabby,Male,Black,Gray,Medium,Short,Yes,No,Healthy,0,4,1
Dog,1,Mixed Breed,Male,Cream,No Color,Medium,Medium,Not Sure,No,Healthy,0,2,1
Dog,4,Mixed Breed,Female,Brown,Golden,Medium,Short,Yes,No,Healthy,150,1,0
Cat,3,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,9,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,4,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,20,1,1
Cat,3,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,0,1
Cat,6,Domestic Long Hair,Female,Cream,Gray,Medium,Long,Yes,Yes,Healthy,0,7,1
Dog,12,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,7,1
Dog,2,Mixed Breed,Female,Black,Yellow,Medium,Short,Yes,No,Healthy,0,4,1
Dog,3,Dalmatian,Male,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,1,1
Cat,2,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,Yes,No,Healthy,0,3,1
Cat,8,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,Yes,Healthy,0,5,1
Cat,7,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,6,0
Cat,31,Domestic Short Hair,Male,Gray,No Color,Medium,Short,No,Yes,Healthy,0,3,0
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,9,Mixed Breed,Female,White,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,3,0
Dog,48,Terrier,Female,White,No Color,Medium,Long,Yes,No,Healthy,0,5,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,3,1
Dog,48,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,Yes,Minor Injury,0,2,0
Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Short,Yes,No,Healthy,50,6,1
Cat,3,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,10,3,1
Cat,2,Domestic Short Hair,Female,Golden,Yellow,Medium,Medium,Not Sure,Not Sure,Healthy,0,6,1
Dog,18,Poodle,Male,White,No Color,Small,Medium,Not Sure,Not Sure,Minor Injury,120,3,1
Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,5,1
Dog,2,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,8,0
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,9,1
Cat,132,Domestic Short Hair,Male,Cream,White,Medium,Short,Yes,Yes,Healthy,0,2,1
Dog,84,Jack Russell Terrier,Female,Brown,White,Small,Medium,Yes,Yes,Healthy,0,5,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Minor Injury,100,3,0
Dog,4,Miniature Pinscher,Male,Cream,No Color,Small,Short,No,No,Healthy,0,3,1
Cat,6,Domestic Medium Hair,Female,Black,White,Small,Short,Yes,No,Healthy,0,1,0
Cat,18,Domestic Short Hair,Female,Brown,No Color,Medium,Short,Not Sure,Yes,Healthy,0,3,1
Dog,24,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,10,1
Cat,6,Persian,Male,Golden,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,500,2,1
Cat,4,Oriental Short Hair,Male,Gray,White,Medium,Short,Yes,No,Healthy,0,5,1
Cat,2,Domestic Medium Hair,Female,Black,Yellow,Small,Medium,No,No,Healthy,0,3,1
Cat,4,Tabby,Female,Yellow,White,Medium,Short,Yes,No,Healthy,0,7,1
Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,8,1
Cat,12,Domestic Short Hair,Male,Yellow,No Color,Large,Short,Yes,Yes,Healthy,100,4,1
Dog,1,Mixed Breed,Male,Brown,Cream,Medium,Short,No,No,Healthy,0,2,1
Cat,12,Domestic Short Hair,Female,Golden,No Color,Medium,Short,Not Sure,No,Healthy,0,0,0
Dog,3,Border Collie,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,200,1,1
Dog,96,Old English Sheepdog,Male,Black,Golden,Medium,Long,Yes,Yes,Healthy,0,9,1
Dog,24,Mixed Breed,Female,Black,Brown,Small,Medium,Yes,Yes,Healthy,100,3,1
Dog,9,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,11,0
Cat,2,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,No,Healthy,100,5,1
Cat,24,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,50,3,0
Dog,3,Mixed Breed,Female,Cream,White,Small,Medium,No,No,Healthy,0,2,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,0
Dog,2,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,No,Healthy,0,4,1
Dog,7,Mixed Breed,Female,Black,Golden,Medium,Short,Not Sure,Yes,Healthy,0,1,1
Dog,2,Weimaraner,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,1
Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,3,1
Cat,8,Siamese,Female,Gray,White,Medium,Medium,Yes,Yes,Healthy,250,3,0
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,3,1
Dog,12,Mixed Breed,Female,Yellow,White,Medium,Medium,Yes,No,Healthy,0,3,0
Dog,36,Schnauzer,Male,Brown,Gray,Small,Medium,Not Sure,Yes,Healthy,0,4,1
Dog,1,Mixed Breed,Female,Brown,White,Large,Short,No,No,Healthy,0,5,1
Dog,42,Shih Tzu,Male,Black,Gray,Small,Long,Not Sure,No,Minor Injury,100,2,0
Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,1,1
Cat,1,Domestic Medium Hair,Male,Golden,White,Medium,Medium,No,No,Healthy,50,9,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,0
Dog,2,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,1,1
Dog,24,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,300,2,0
Dog,8,Mixed Breed,Male,Cream,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,0
Dog,8,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,1,1
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,4,Australian Kelpie,Male,Black,Brown,Medium,Long,Yes,Yes,Healthy,0,3,0
Dog,10,Jack Russell Terrier,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,0,0
Dog,3,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,3,1
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,3,1
Cat,30,Domestic Short Hair,Male,Golden,No Color,Large,Short,Yes,Yes,Healthy,0,2,1
Dog,1,Mixed Breed,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,2,1
Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,4,1
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,1
Cat,7,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,3,0
Dog,36,Mixed Breed,Male,White,No Color,Medium,Short,Yes,No,Healthy,80,2,1
Dog,16,Terrier,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,300,1,0
Dog,8,Silky Terrier,Female,Gray,No Color,Medium,Long,Yes,No,Healthy,0,3,1
Dog,15,Mixed Breed,Female,Black,No Color,Small,Short,Yes,No,Healthy,0,1,0
Cat,3,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,7,1
Dog,4,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,3,1
Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,20,1,1
Dog,12,Border Collie,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,30,10,1
Cat,212,Domestic Short Hair,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,13,1
Cat,1,Domestic Short Hair,Male,Golden,White,Medium,Short,Yes,No,Healthy,0,2,1
Cat,24,Domestic Long Hair,Female,Golden,Cream,Small,Long,No,No,Healthy,100,4,0
Cat,2,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,5,1
Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,1,1
Dog,2,Poodle,Female,Brown,No Color,Small,Short,No,No,Healthy,500,2,1
Dog,60,Mixed Breed,Female,Golden,Yellow,Large,Medium,Not Sure,Not Sure,Healthy,0,5,0
Dog,72,Siberian Husky,Male,Brown,Cream,Large,Long,Yes,No,Healthy,0,4,1
Dog,4,Mixed Breed,Female,Cream,White,Medium,Short,Yes,Yes,Healthy,0,3,1
Cat,2,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,10,5,1
Dog,84,Shih Tzu,Male,Brown,White,Medium,Medium,Not Sure,No,Healthy,200,3,1
Dog,2,Dalmatian,Male,Black,White,Large,Short,Yes,No,Healthy,300,4,1
Dog,6,Mixed Breed,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,6,1
Cat,1,Domestic Medium Hair,Female,Black,Cream,Small,Medium,No,No,Healthy,0,5,1
Dog,4,Mixed Breed,Female,Black,Brown,Small,Medium,Yes,No,Healthy,0,2,1
Cat,3,Domestic Short Hair,Male,Brown,Cream,Medium,Short,Yes,No,Healthy,0,2,0
Cat,6,Abyssinian,Female,Black,Gray,Small,Long,Not Sure,Not Sure,Minor Injury,0,3,1
Cat,4,Domestic Short Hair,Male,Brown,Golden,Small,Short,No,No,Healthy,0,4,1
Dog,60,Poodle,Female,Brown,No Color,Small,Short,Yes,Yes,Minor Injury,0,4,1
Dog,48,Schnauzer,Female,Gray,No Color,Small,Medium,Yes,Yes,Healthy,300,0,0
Dog,36,Terrier,Female,Black,Gray,Small,Long,Yes,Yes,Healthy,0,2,1
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,6,1
Dog,3,Terrier,Female,Black,Brown,Large,Medium,Yes,No,Healthy,0,9,1
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Cat,12,Domestic Short Hair,Male,Brown,No Color,Small,Short,Yes,Yes,Healthy,0,4,1
Dog,1,Mixed Breed,Female,Brown,Golden,Small,Medium,No,No,Healthy,0,5,1
Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Short,Not Sure,Not Sure,Healthy,0,4,1
Cat,1,Domestic Short Hair,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,2,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,5,1
Cat,3,Chausie,Male,Brown,Golden,Small,Short,Not Sure,Not Sure,Healthy,0,1,0
Cat,2,Domestic Short Hair,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,25,1
Dog,2,Mixed Breed,Male,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,3,1
Cat,2,Domestic Short Hair,Male,Brown,White,Small,Short,No,No,Healthy,0,5,1
Cat,2,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,No,No,Healthy,0,7,1
Dog,4,German Shepherd Dog,Female,Black,Brown,Small,Medium,No,No,Minor Injury,30,3,0
Dog,6,Mixed Breed,Male,White,No Color,Medium,Short,Yes,Yes,Healthy,0,1,1
Cat,3,Burmese,Female,Brown,Cream,Small,Short,Not Sure,Not Sure,Healthy,0,4,0
Cat,12,Domestic Short Hair,Male,Black,Brown,Large,Short,Not Sure,No,Healthy,0,3,1
Dog,60,Schnauzer,Female,Black,White,Small,Medium,Yes,No,Healthy,100,1,1
Cat,2,Siamese,Female,Cream,No Color,Small,Short,No,No,Healthy,0,3,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,1
Cat,22,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,4,0
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,1
Cat,4,Persian,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,4,1
Dog,4,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,1
Dog,8,Corgi,Female,Black,No Color,Small,Short,Yes,No,Healthy,0,4,0
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,6,1
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,4,1
Cat,1,Siamese,Male,Black,White,Small,Short,No,Not Sure,Healthy,0,2,0
Cat,18,Domestic Medium Hair,Female,White,No Color,Large,Medium,Not Sure,No,Minor Injury,0,1,1
Cat,8,Domestic Short Hair,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,30,2,1
Dog,1,Mixed Breed,Female,Black,Golden,Medium,Medium,Yes,No,Healthy,0,7,1
Cat,12,British Shorthair,Female,Gray,No Color,Medium,Medium,Yes,No,Healthy,160,3,1
Dog,18,Terrier,Female,Black,Brown,Medium,Long,Yes,Yes,Healthy,300,2,1
Cat,24,Domestic Medium Hair,Male,Cream,White,Medium,Medium,No,Yes,Healthy,200,3,1
Cat,3,Domestic Short Hair,Female,Brown,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,0,0
Dog,36,Mixed Breed,Female,Brown,Yellow,Small,Medium,Not Sure,Not Sure,Healthy,10,5,0
Dog,4,Mixed Breed,Female,Black,Brown,Large,Short,No,No,Healthy,0,20,1
Dog,120,Rottweiler,Male,Black,No Color,Large,Long,Yes,No,Healthy,0,2,1
Cat,5,Domestic Medium Hair,Female,White,No Color,Small,Medium,Yes,No,Healthy,0,4,1
Dog,24,Mixed Breed,Female,Brown,Cream,Small,Medium,Not Sure,Not Sure,Healthy,0,2,1
